Wind Speed [m/s],Power [kW],Cp [-]
2.999999831,55.84829648,0.100335552
3.499999916,240.5908805,0.272197208
4,474.0615919,0.359305118
4.500000084,768.632264,0.409156685
4.750000126,944.0500209,0.42729002
5.000000169,1138.535148,0.441819614
5.249999874,1350.477921,0.452708049
5.999999663,2116.341486,0.475270298
6.199999966,2355.785386,0.479478644
6.40000027,2609.532623,0.482871263
6.499999747,2742.699616,0.484447627
6.55000016,2810.760799,0.485186337
6.599999899,2879.88605,0.485905846
6.700000051,3020.275503,0.487114154
6.800000202,3163.897056,0.488094793
6.900000354,3310.76991,0.488866488
6.919999845,3340.472495,0.488988058
6.929999928,3355.401399,0.489050152
6.94000001,3370.214753,0.489088858
6.950000093,3384.982206,0.489114531
6.960000175,3399.706768,0.489127764
6.969999584,3414.576298,0.48915576
6.980000341,3429.360506,0.489165047
6.989999749,3444.045632,0.489154466
6.999999831,3458.914694,0.489163867
7.499999916,4254.838356,0.489224161
8,5164.208534,0.489263048
8.500000084,6194.592832,0.48928802
9.000000169,7353.397637,0.489293116
9.500000253,8648.509754,0.489304304
10.00000034,10087.50223,0.489319143
10.2499997,10864.55042,0.48938292
10.49999975,11678.94876,0.489378059
10.60000057,11945.33436,0.486507177
10.70000005,11945.27415,0.472991558
10.72000022,11945.27884,0.470349316
10.73999971,11945.23591,0.467724941
10.76000055,11945.17419,0.465119143
10.78000004,11945.22131,0.462537044
10.78400034,11945.20526,0.462021882
10.78600049,11945.21523,0.461765284
10.78699989,11945.20506,0.461636557
10.78799997,11945.2122,0.46150846
10.78899937,11945.23083,0.461380941
10.78950042,11945.25932,0.461317766
10.8000002,11945.22791,0.459972382
10.89999968,12000,0.449480026
11,12000,0.437332545
11.5,12000,0.382733372
12,12000,0.336857417
12.5,12000,0.298029884
13,12000,0.264947482
13.5,12000,0.236585731
14,12000,0.212131785
14.5,12000,0.190935132
15,12000,0.172470998
15.5,12000,0.156312878
16,12000,0.142111723
16.5,12000,0.129580013
17,12000,0.118479466
17.5,12000,0.108611474
18,12000,0.099809605
18.5,12000,0.091933685
19,12000,0.084865085
19.5,12000,0.078502958
20,12000,0.072761202
20.5,12000,0.067566009
21,12000,0.062853862
21.5,12000,0.058569899
22,12000,0.054666568
22.5,12000,0.051102518
23,12000,0.047841671
23.5,12000,0.04485246
24,12000,0.042107177
24.5,12000,0.039581441
25,12000,0.037253735
25.5,12000,0.035105027
26,12000,0.033118435
26.5,12000,0.031278955
27,12000,0.029573216
27.5,12000,0.027989283
28,12000,0.026516473
28.5,12000,0.02514521
29,12000,0.023866892
29.5,12000,0.022673774
30,12000,0.021558875
30.001,0,0
50,0,0